unvocalized,vocalized,jamid,root
أشاد,أَشَادَ,0,شيد
أماط,أَمَاطَ,0,ميط
أذاب,أَذَابَ,0,ذوب
أنام,أَنَامَ,0,نوم
أشاح,أَشَاحَ,0,شيح
أفاد,أَفَادَ,0,فود;فيد
أطال,أَطَالَ,0,طول
أجاع,أَجَاعَ,0,جوع
أجار,أَجَارَ,0,جير
أحار,أَحَارَ,0,حور
أساغ,أَسَاغَ,0,سوغ
أدار,أَدَارَ,0,دور
ألام,أَلَامَ,0,لوم
أزال,أَزَالَ,0,زيل
أبات,أَبَاتَ,0,بيت
أنار,أَنَارَ,0,نور
ألاذ,أَلَاذَ,0,لوذ
أطاع,أَطَاعَ,0,طوع
أذاق,أَذَاقَ,0,ذوق
أفاخ,أَفَاخَ,0,فوخ
أراد,أَرَادَ,0,رود
أجاز,أَجَازَ,0,جوز
ألان,أَلَانَ,0,لين
أعاش,أَعَاشَ,0,عيش
أشاع,أَشَاعَ,0,شيع
أقام,أَقَامَ,0,قوم
أصات,أَصَاتَ,0,صوت
أتاح,أَتَاحَ,0,تيح
أمال,أَمَالَ,0,ميل
أهاب,أَهَابَ,0,هيب
أراث,أَرَاثَ,0,ريث
أعار,أَعَارَ,0,عور
أباح,أَبَاحَ,0,بوح
أزاغ,أَزَاغَ,0,زيغ
أجال,أَجَالَ,0,جول
أراب,أَرَابَ,0,ريب
أدان,أَدَانَ,0,دين
أدام,أَدَامَ,0,دوم
أثار,أَثَارَ,0,ثور
أشار,أَشَارَ,0,شور
أخال,أَخَالَ,0,خيل
أفاح,أَفَاحَ,0,فوح;فيح
أغاض,أَغَاضَ,0,غيض
ألاع,أَلَاعَ,0,لوع;ليع
أسال,أَسَالَ,0,سيل
أطاف,أَطَافَ,0,طيف
أصاخ,أَصَاخَ,0,صوخ
أطار,أَطَارَ,0,طير
أراع,أَرَاعَ,0,روع
أغال,أَغَالَ,0,غيل
أناف,أَنَافَ,0,نوف
أعاق,أَعَاقَ,0,عوق
أناط,أَنَاطَ,0,نوط
أحال,أَحَالَ,0,حول
أغاظ,أَغَاظَ,0,غيظ
أهاج,أَهَاجَ,0,هيج
أنال,أَنَالَ,0,نول
أناب,أَنَابَ,0,نوب
أعاد,أَعَادَ,0,عود
أغاث,أَغَاثَ,0,غيث
أطاق,أَطَاقَ,0,طوق
أغار,أَغَارَ,0,غير
أزاح,أَزَاحَ,0,زوح;زيح
أطاب,أَطَابَ,0,طيب
أناخ,أَنَاخَ,0,نوخ
أذاع,أَذَاعَ,0,ذيع
أغاث,أَغَاثَ,0,غيث
أجاب,أَجَابَ,0,جوب
أعاذ,أَعَاذَ,0,عوذ
أعان,أَعَانَ,0,عون
أزال,أَزَالَ,0,زيل
أطاح,أَطَاحَ,0,طيح
أضاف,أَضَافَ,0,ضيف
أحاط,أَحَاطَ,0,حوط
أباد,أَبَادَ,0,بيد
أغار,أَغَارَ,0,غير
أحاق,أَحَاقَ,0,حيق
أهان,أَهَانَ,0,هون
أزاغ,أزَاغَ,0,زيغ
أقال,أَقَالَ,0,قيل
أغام,أَغَامَ,0,غيم
أمات,أَمَاتَ,1,موت
أفاق,أَفَاقَ,0,فوق
ألاح,أَلَاحَ,0,لوح
أثاب,أَثَابَ,0,ثوب
أطاف,أَطَافَ,0,طيف
أجاد,أَجَادَ,0,جود
انساب,اِنْسَابَ,0,سيب
احتاج,اِحْتَاجَ,0,حوج
اصطاف,اِصْطَافَ,0,صيف
ازدان,اِزْدَانَ,0,زين
انطار,اِنْطَارَ,0,طير
ارتاح,اِرْتَاحَ,0,روح
اقتات,اِقْتَاتَ,0,قوت
ازداد,اِزْدَادَ,0,زود;زيد
اختال,اِخْتَالَ,0,خيل
اختار,اِخْتَارَ,0,خير
انجال,اِنْجَالَ,0,جول
انصاب,اِنْصَابَ,0,صوب
احتال,اِحْتَالَ,0,حول
انصاع,اِنْصَاعَ,0,صوع;صيع
انهال,اِنْهَالَ,0,هيل
انضاف,اِنْضَافَ,0,ضيف
ارتاع,اِرْتَاعَ,0,روع
انحاز,اِنْحَازَ,0,حوز
اهتاج,اِهْتَاجَ,0,هيج
انتاب,اِنْتَابَ,0,نوب
احتاط,اِحْتَاطَ,0,حوط
اغتال,اِغْتَالَ,0,غول
اغتاب,اِغْتَابَ,0,غيب
انزاح,اِنْزَاحَ,0,زوح;زيح
اصطاد,اِصْطَادَ,0,صيد
انصات,اِنْصَاتَ,0,صوت
ابتاع,اِبْتَاعَ,0,بيع
اكتال,اِكْتَالَ,0,كيل
انضاج,اِنْضَاجَ,0,ضوج
انثال,اِنْثَالَ,0,نثل
ارتاب,اِرْتَابَ,0,ريب
انغاض,اِنْغَاضَ,0,غيض
اغتار,اِغْتَارَ,0,غير
انطاد,اِنْطَادَ,0,طود
اغتاظ,اِغْتَاظَ,0,غيظ
انجاب,اِنْجَابَ,0,جوب
انطاع,اِنْطَاعَ,0,طوع
اجتاح,اِجْتَاحَ,0,جوح
اعتاد,اِعْتَادَ,0,عود
امتاح,اِمْتَاحَ,0,متح
اقتاد,اِقْتَادَ,0,قود
انساق,اِنْسَاقَ,0,سوق
اغتال,اِغْتَالَ,0,غول
اغتاب,اِغْتَابَ,0,غيب
التاع,اِلْتَاعَ,0,لوع
ارتاد,اِرْتَادَ,0,رود
انقاد,اِنْقَادَ,0,قود
امتاز,اِمْتَازَ,0,ميز
اجتاز,اِجْتَازَ,0,جوز
انهار,اِنْهَارَ,0,هور
انقاض,اِنْقَاضَ,0,قضض
انصاح,اِنْصَاحَ,0,صوح;صيح
انساب,اِنْسَابَ,0,سيب
اشتاق,اِشْتَاقَ,0,شوق
استفاق,اِسْتَفَاقَ,0,فوق
استضاف,اِسْتَضَافَ,0,ضيف
استفاد,اِسْتَفَادَ,0,فود;فيد
استطاب,اِسْتَطَابَ,0,طيب
استدان,اِسْتَدَانَ,0,دين
استجار,اِسْتَجَارَ,0,جور
استحال,اِسْتَحَالَ,0,
استدار,اِسْتَدَارَ,0,دور
استفاض,اِسْتَفَاضَ,0,فيض
استمات,اِسْتَمَاتَ,0,موت
استعاذ,اِسْتَعَاذَ,0,عوذ
استباح,اِسْتَبَاحَ,0,بوح
استزاد,اِسْتَزَادَ,0,زيد
استنار,اِسْتَنَارَ,0,نور
استشاط,اِسْتَشَاطَ,0,شيط
استبان,اِسْتَبَانَ,0,بين
استطار,اِسْتَطَارَ,0,طير
استساغ,اِسْتَسَاغَ,0,سوغ
استدام,اِسْتَدَامَ,0,دوم
استعاد,اِسْتَعَادَ,0,عود
استعار,اِسْتَعَارَ,0,عور
استطال,اِسْتَطَالَ,0,طول
استقال,اِسْتَقَالَ,0,قيل
استعان,اِسْتَعَانَ,0,عون
استجاب,اِسْتَجَابَ,0,جوب
استشار,اِسْتَشَارَ,0,شور
استعاض,اِسْتَعَاضَ,0,عوض
استقام,اِسْتَقَامَ,0,قوم
استغاث,اِسْتَغَاثَ,0,غوث
استكان,اِسْتَكَانَ,0,سكن;كون
استراح,اِسْتَرَاحَ,0,روح
استهان,اِسْتَهَانَ,0,سته
استطاع,اِسْتَطَاعَ,0,طوع
استمال,اِسْتَمَالَ,0,ميل
قاظ,قَاظَ,0,قيظ
غام,غَامَ,0,غيم
طار,طَارَ,1,طور
كاد,كَادَ,0,
زاح,زَاحَ,0,زوح
تاه,تَاهَ,0,تيه
ناب,نَابَ,0,نوب
زار,زَارَ,0,زور
دان,دَانَ,0,دنو
باع,بَاعَ,1,بيع
عان,عَانَ,0,عني
هاد,هَادَ,0,هدي
ذاع,ذَاعَ,0,ذيع
فاش,فَاشَ,0,
ضار,ضَارَ,0,ضرر
دان,دَانَ,0,دنو
جاش,جَاشَ,0,جوش
حان,حَانَ,0,حين
عان,عَانَ,0,عني
قال,قَالَ,0,قول
خار,خَارَ,0,خير
صاح,صَاحَ,0,صيح
باد,بَادَ,0,بدو
خار,خَارَ,0,خير
بات,بَاتَ,0,
نال,نَالَ,0,نول
راب,رَابَ,0,ربو
ساع,سَاعَ,0,سعي
ماح,مَاحَ,0,ميح
داث,دَاثَ,0,ديث
شاخ,شَاخَ,0,شيخ
ساح,سَاحَ,0,سيح
حاف,حَافَ,0,حفو
ذام,ذَامَ,0,ذيم
عاث,عَاثَ,0,
سار,سَارَ,0,سرر
ساح,سَاحَ,0,سيح
كال,كَالَ,0,كيل
قان,قَانَ,0,قني
شاد,شَادَ,0,شدد
جاب,جَابَ,0,جوب
ماط,مَاطَ,0,ميط
هام,هَامَ,0,هيم
حاق,حَاقَ,0,حقق
ضاع,ضَاعَ,0,ضوع
شال,شَالَ,1,شول
خات,خَاتَ,0,خيت
خاب,خَابَ,0,خيب
ناط,نَاطَ,0,نوط
صاع,صَاعَ,1,صوع
صاف,صَافَ,0,صفف
باض,بَاضَ,0,
ضاف,ضَافَ,0,ضيف
ساغ,سَاغَ,0,سوغ
عاق,عَاقَ,0,عقق
مال,مَالَ,1,مول
قاع,قَاعَ,1,قيع
راق,رَاقَ,0,روق
راع,رَاعَ,0,رعي
زاخ,زَاخَ,0,زيخ
شاب,شَابَ,0,شوب
راش,رَاشَ,0,رشي
زاغ,زَاغَ,1,زوغ
لاغ,لَاغَ,0,لغي
فاض,فَاضَ,0,فيض
ران,رَانَ,0,رون
ناع,نَاعَ,0,نوع
لاف,لَافَ,0,لفف
قاص,قَاصَ,0,قصص
عاف,عَافَ,0,عفو
هاف,هَافَ,0,هيف
قاض,قَاضَ,0,قضي
حاد,حَادَ,1,حدد
ضاق,ضَاقَ,0,ضيق
مال,مَالَ,1,مول
بان,بَانَ,0,بان
غاب,غَابَ,1,غيب
عاش,عَاشَ,0,
غار,غَارَ,1,غرر
زاد,زَادَ,1,زود
غال,غَالَ,0,غلي
طاش,طَاشَ,0,طيش
عاب,عَابَ,0,عيب
بات,بَاتَ,0,
فاح,فَاحَ,0,فوح
طان,طَانَ,0,طين
حاض,حَاضَ,0,حضض
هال,هَالَ,1,هلل
زاف,زَافَ,0,زوف
طاف,طَافَ,0,طيف
شاط,شَاطَ,0,شوط
كال,كَالَ,0,كيل
شاح,شَاحَ,0,شحح
غاظ,غَاظَ,0,
هاب,هَابَ,0,هيب
قاق,قَاقَ,1,قوق
هاج,هَاجَ,0,هجو
عال,عَالَ,0,علو
شاع,شَاعَ,0,شوع
راث,رَاثَ,0,ريث
فال,فَالَ,0,فيل
داص,دَاصَ,0,ديص
قاس,قَاسَ,0,قسو
كاس,كَاسَ,0,كيس
هاث,هَاثَ,0,هيث
دان,دَانَ,0,دنو
ماد,مَادَ,0,مدد
هاض,هَاضَ,0,هيض
نار,نَارَ,1,نور
زان,زَانَ,0,زين
بان,بَانَ,0,بان
فاض,فَاضَ,0,فيض
شان,شَانَ,0,شين
لان,لَانَ,0,لين
ماه,مَاهَ,0,ميه
رام,رَامَ,0,رمي
لاه,لَاهَ,0,لوه
خاط,خَاطَ,0,خيط
قاح,قَاحَ,0,قيح
سال,سَالَ,0,سيل
كاف,كَافَ,0,كيف
ماع,مَاعَ,0,ميع
لات,لَاتَ,1,
هاص,هَاصَ,0,هيص
صاد,صَادَ,0,صدي
غاض,غَاضَ,0,
غاث,غَاثَ,0,غوث
ماس,مَاسَ,0,مسس
ضام,ضَامَ,0,ضمم
طاب,طَابَ,0,طيب
لاق,لَاقَ,0,لقي
هاط,هَاطَ,0,هيط
نال,نَالَ,0,نول
فاح,فَاحَ,0,فوح
صار,صَارَ,0,
دلا,دَلَا,0,ودل
نصا,نَصَا,0,نصص
زجا,زَجَا,0,زجج
طفا,طَفَا,0,طفف
خطا,خَطَا,0,وخط
رصا,رَصَا,0,ورص
شجا,شَجَا,0,شجج
رفا,رَفَا,0,ورف
دجا,دَجَا,0,ودج
خنا,خَنَا,0,خنن
غضا,غَضَا,0,غضض
هبا,هَبَا,0,هبب
ذكا,ذَكَا,0,ذكو
رها,رَهَا,0,وره
قفا,قَفَا,0,قفف
تلا,تَلَا,0,تلل
صغا,صَغَا,0,صغغ
عطا,عَطَا,0,عطط
هجا,هَجَا,0,هجج
تلا,تَلَا,0,تلل
شكا,شَكَا,0,شكك
جفا,جَفَا,0,جفف
لقا,لَقَا,0,لقق
دسا,دَسَا,0,ودس
خلا,خَلَا,0,
دنا,دَنَا,0,ودن
صفا,صَفَا,0,صفف
كبا,كَبَا,0,كبب
قبا,قَبَا,0,قبب
نجا,نَجَا,0,نجج
ذرا,ذَرَا,0,وذر
نحا,نَحَا,0,نحح
عدا,عَدَا,0,
سلا,سَلَا,0,وسل
سها,سَهَا,1,سهو
سخا,سَخَا,0,سخخ
بلا,بَلَا,0,
عتا,عَتَا,0,عتت
عثا,عَثَا,0,عثث
شذا,شَذَا,0,شذذ
صبا,صَبَا,0,صبب
صحا,صَحَا,0,صحح
كسا,كَسَا,0,كسس
ضحا,ضَحَا,0,وضح
قصا,قَصَا,0,قصص
قسا,قَسَا,0,قسس
حقا,حَقَا,0,حقو
زها,زَهَا,0,زهو
زجا,زَجَا,0,زجج
رسا,رَسَا,0,ورس
حلا,حَلَا,0,حلل
شدا,شَدَا,0,شدد
طبا,طَبَا,0,طبب
رثا,رَثَا,0,ورث
عدا,عَدَا,0,
طلا,طَلَا,0,طلل
طما,طَمَا,0,طمم
ضنا,ضَنَا,0,ضنن
غلا,غَلَا,0,غلل
طغا,طَغَا,0,طغو
نتا,نَتَا,0,نتو
فشا,فَشَا,0,فشش
سرا,سَرَا,0,سرر
شتا,شَتَا,0,شتت
ذها,ذَهَا,0,ذهو
رضا,رَضَا,0,ورض
رعا,رَعَا,0,ورع
رتا,رَتَا,0,رتت
رحا,رَحَا,0,رحح
رخا,رَخَا,0,رخخ
حبا,حَبَا,0,حبب
ربا,رَبَا,1,ربب
رشا,رَشَا,0,ورش
حنا,حَنَا,0,حنن
لخا,لَخَا,0,لخخ
ثرا,ثَرَا,0,ثرر
ثغا,ثَغَا,0,وثغ
خزا,خَزَا,0,خزز
كرا,كَرَا,0,كرر
حثا,حَثَا,0,حثث
حنا,حَنَا,0,حنن
حسا,حَسَا,0,حسس
حشا,حَشَا,0,حشش
غرا,غَرَا,0,غرر
بها,بَهَا,0,
لها,لَهَا,0,
عصا,عَصَا,1,عصص
حرا,حَرَا,0,حرر
فضا,فَضَا,0,فضض
نجا,نَجَا,0,نجج
حبا,حَبَا,0,حبب
بدا,بَدَا,0,بدد
دعا,دَعَا,0,ودع
ندا,نَدَا,0,ندد
طها,طَهَا,0,طهو
رسا,رَسَا,0,ورس
سنا,سَنَا,0,سنن
مها,مَهَا,0,مهه
ركا,رَكَا,0,ورك
محا,مَحَا,0,محح
غذا,غَذَا,0,غذذ
مها,مَهَا,0,مهه
لحا,لَحَا,0,لحح
عزا,عَزَا,0,عزز
لها,لَهَا,0,
نجا,نَجَا,0,نجج
قتا,قَتَا,0,قتت
سطا,سَطَا,0,وسط
معا,مَعَا,0,معع
مكا,مَكَا,1,مكك
طلا,طَلَا,0,طلل
غزا,غَزَا,0,غزز
خلا,خَلَا,0,
سما,سَمَا,0,وسم
فسا,فَسَا,0,فسو
غشا,غَشَا,0,غشش
هفا,هَفَا,0,هفف
فقا,فَقَا,0,فقق
دفا,دَفَا,0,دفف
حدا,حَدَا,0,حدد
نضا,نَضَا,0,نضض
فها,فَهَا,0,فهه
غدا,غَدَا,0,
قلا,قَلَا,0,وقل
عدا,عَدَا,0,
زها,زَهَا,0,زهو
سرا,سَرَا,0,سرر
نبا,نَبَا,0,نبب
قنا,قَنَا,0,قنن
نزا,نَزَا,0,نزز
شها,شَهَا,0,شهو
عبا,عَبَا,0,عبب
قثا,قَثَا,0,قثث
غسا,غَسَا,0,غسس
نقا,نَقَا,0,نقق
رغا,رَغَا,0,رغو
غزا,غَزَا,0,غزز
غدا,غَدَا,0,
ذكا,ذَكَا,0,ذكو
عنا,عَنَا,0,عنن
رنا,رَنَا,0,رنن
حجا,حَجَا,0,حجج
قرا,قَرَا,0,قرر
نثا,نَثَا,0,نثث
شفا,شَفَا,0,شفف
زقا,زَقَا,0,زقق
خنا,خَنَا,0,خنن
جلا,جَلَا,0,جلو
رخا,رَخَا,0,رخخ
مطا,مَطَا,0,مطط
رغا,رَغَا,0,رغو
عشا,عَشَا,0,عشش
نجا,نَجَا,0,نجج
خبا,خَبَا,0,خبب
هفا,هَفَا,0,هفف
نما,نَمَا,0,نمم
دحا,دَحَا,0,دحح
علا,عَلَا,0,علل
زكا,زَكَا,0,زكك
حدا,حَدَا,0,حدد
سما,سَمَا,0,وسم
حذا,حَذَا,0,حذذ
قحا,قَحَا,0,قحح
دها,دَهَا,0,دهو
عشا,عَشَا,0,عشش
رجا,رَجَا,0,رجج
عفا,عَفَا,0,وعف
غثا,غَثَا,0,غثث
غطا,غَطَا,0,غطط
عنا,عَنَا,0,عنن
غلا,غَلَا,0,غلل
عظا,عَظَا,0,عظظ
عرا,عَرَا,0,عرر
غفا,غَفَا,0,وغف
ضفا,ضَفَا,0,ضفف
ضغا,ضَغَا,0,ضغو
فتا,فَتَا,0,فتت
فضا,فَضَا,0,فضض
بغا,بَغَا,0,بغغ
غثا,غَثَا,0,غثث
حذا,حَذَا,0,حذذ
كدا,كَدَا,0,كدد
قطا,قَطَا,0,قطط
لغا,لَغَا,0,ولغ
سحا,سَحَا,0,سحح
سجا,سَجَا,0,وسج
شهو,شَهُوَ,0,شهو
ذكو,ذَكُوَ,0,ذكو
سخو,سَخُوَ,0,سخو
سرو,سَرُوَ,1,سرو
رخو,رَخُوَ,0,رخو
طرو,طَرُوَ,0,طرو
نهو,نَهُوَ,0,نهو
هجو,هَجُوَ,0,هجو
فتو,فَتُوَ,0,فتو
حلو,حَلُوَ,0,حلو
سهو,سَهُوَ,0,سهو
رخو,رَخُوَ,0,رخو
ضحى,ضَحَّى,1,ضحو
صلى,صَلَّى,0,صلو
دمى,دَمَّى,0,دمي
عدى,عَدَّى,1,عدو
سقى,سَقَّى,0,سقي
فلى,فَلَّى,0,فلي
رخى,رَخَّى,0,رخي
نقى,نَقَّى,0,نقو
مشى,مَشَّى,0,مشي
فدى,فَدَّى,0,فدي
جبى,جَبَّى,0,جبي
عمى,عَمَّى,0,عمي
قفى,قَفَّى,0,قفو
غشى,غَشَّى,0,غشي
صوى,صَوَّى,1,صوي
سرى,سَرَّى,1,سري
سمى,سَمَّى,0,سمو
شوى,شَوَّى,1,شوي
خطى,خَطَّى,1,خطي
ذرى,ذَرَّى,1,ذري
على,عَلَّى,0,
دهى,دَهَّى,0,دهي
مسى,مَسَّى,0,مسو
ورى,وَرَّى,1,وري
عفى,عَفَّى,0,عفو
عرى,عَرَّى,1,عري
تلى,تَلَّى,0,تلي
حوى,حَوَّى,0,حوي
بقى,بَقَّى,0,بقي
زجى,زَجَّى,0,زجو
لقى,لَقَّى,0,لقي
جلى,جَلَّى,0,جلي
زكى,زَكَّى,0,زكو
منى,مَنَّى,1,مني
غطى,غَطَّى,0,غطو
ذكى,ذَكَّى,0,ذكو
غرى,غَرَّى,0,غرو
خلى,خَلَّى,0,خلي
رعى,رَعَّى,0,رعي
رجى,رَجَّى,0,رجو
صدى,صَدَّى,1,صدي
دسى,دَسَّى,0,دسو
حسى,حَسَّى,0,حسي
رنى,رَنَّى,0,رنو
خفى,خَفَّى,0,خفي
حلى,حَلَّى,1,حلو
رضى,رَضَّى,0,رضو
غزى,غَزَّى,0,غزو
سدى,سَدَّى,1,سدي
غنى,غَنَّى,0,غني
غدى,غَدَّى,0,غدو
زنى,زَنَّى,0,زني
شرى,شَرَّى,1,شري
خوى,خَوَّى,0,خوي
عوى,عَوَّى,0,عوي
زهى,زَهَّى,0,زهو
مضى,مَضَّى,0,مضي
وعى,وَعَّى,1,وعي
طلى,طَلَّى,0,طلي
عزى,عَزَّى,0,عزي
حنى,حَنَّى,0,حنو
نسى,نَسَّى,0,نسي
شهى,شَهَّى,0,شهو
نوى,نَوَّى,0,نوي
زبى,زَبَّى,1,زبي
عنى,عَنَّى,0,عني
فصى,فَصَّى,0,فصي
عبى,عَبَّى,0,عبي
وقى,وَقَّى,0,وقي
غلى,غَلَّى,0,غلي
جرى,جَرَّى,0,جري
سوى,سَوَّى,0,
كوى,كَوَّى,1,كوي
نجى,نَجَّى,0,نجو
دوى,دَوَّى,0,دوي
قسى,قَسَّى,0,قسو
خشى,خَشَّى,0,خشي
حشى,حَشَّى,0,حشي
عطى,عَطَّى,0,عطو
وشى,وَشَّى,0,وشي
ربى,رَبَّى,1,ربو
هدى,هَدَّى,0,هدي
صفى,صَفَّى,0,صفو
فرى,فَرَّى,1,فرو;فري
وخى,وَخَّى,1,وخي
نضى,نَضَّى,0,نضي
نمى,نَمَّى,0,نمي
قذى,قَذَّى,0,قذي
شتى,شَتَّى,0,شتو
قوى,قَوَّى,0,قوي
ولى,وَلَّى,0,ولي
ثنى,ثَنَّى,0,ثني
نهى,نَهَّى,1,نهي
هجى,هَجَّى,0,هجو
ندى,نَدَّى,0,ندو
سلى,سَلَّى,1,سلو
غذى,غَذَّى,0,غذو
شظى,شَظَّى,0,شظي
قضى,قَضَّى,0,قضي
كنى,كَنَّى,1,كني
وصى,وَصَّى,0,وصي
لظى,لَظَّى,0,لظي
رقى,رَقَّى,1,رقي
روى,رَوَّى,0,روي
ونى,وَنَّى,0,وني
صلى,صَلَّى,0,صلو
دلى,دَلَّى,1,دلو
دنى,دَنَّى,1,دنو
سجى,سَجَّى,0,سجو
ردى,رَدَّى,1,ردي
لوى,لَوَّى,0,لوي
لبى,لَبَّى,0,لبي
وفى,وَفَّى,0,وفي
سهى,سَهَّى,0,سهو
لهى,لَهَّى,0,لهو
رغى,رَغَّى,1,رغو
كبى,كَبَّى,0,كبو
قبى,قَبَّى,0,قبو
عشى,عَشَّى,0,عشو
نحى,نَحَّى,0,نحي
شارى,شَارَى,0,شري
شاكى,شَاكَى,0,شكو
راعى,رَاعَى,0,رعي
حاذى,حَاذَى,0,حذي
سارى,سَارَى,0,سري
عاصى,عَاصَى,0,عصي
داوى,دَاوَى,0,دوي
كارى,كَارَى,0,كري
قاضى,قَاضَى,0,قضي
راضى,رَاضَى,0,رضو
حاشى,حَاشَى,0,حشي
حابى,حَابَى,0,حبو
وافى,وَافَى,0,وفي
باهى,بَاهَى,0,بهي
حاكى,حَاكَى,0,حكي
نادى,نَادَى,0,ندو
بادى,بَادَى,0,بدو
شاقى,شَاقَى,0,شقو
ضاهى,ضَاهَى,0,ضهي
عالى,عَالَى,0,علو
نافى,نَافَى,0,نفي
ناغى,نَاغَى,0,نغي
جازى,جَازَى,0,جزي
داجى,دَاجَى,0,دجي
عاوى,عَاوَى,0,عوي
عادى,عَادَى,0,عدو
ساقى,سَاقَى,0,سقي
صادى,صَادَى,0,صدي
وازى,وَازَى,0,وزي
قانى,قَانَى,0,قني
قاسى,قَاسَى,0,قسو
عانى,عَانَى,0,عني
جانى,جَانَى,0,جني
لاغى,لَاغَى,0,لغي
داعى,دَاعَى,0,دعي
دارى,دَارَى,0,دري
داهى,دَاهَى,0,دهي
حافى,حَافَى,0,حفو
جاثى,جَاثَى,0,جثو
فادى,فَادَى,0,فدي
راشى,رَاشَى,0,رشي
ساهى,سَاهَى,0,سهو
حاجى,حَاجَى,0,حجو
ساعى,سَاعَى,0,سعي
ناجى,نَاجَى,0,نجو
راخى,رَاخَى,0,رخي
مارى,مَارَى,0,مري
ماشى,مَاشَى,0,مشي
ساوى,سَاوَى,0,سوي
والى,وَالَى,0,ولي
لاحى,لَاحَى,0,لحي
صافى,صَافَى,0,صفو
غارى,غَارَى,0,غرو
لاشى,لَاشَى,0,لشو
رابى,رَابَى,0,ربو
سامى,سَامَى,0,سمو
حامى,حَامَى,0,حمي
عافى,عَافَى,0,عفو
وارى,وَارَى,0,وري
جارى,جَارَى,0,جري
رامى,رَامَى,0,رمي
واسى,وَاسَى,0,وسي
هادى,هَادَى,0,هدي
لاقى,لَاقَى,0,لقي
هاجى,هَاجَى,0,هجو
بارى,بَارَى,0,بري
بالى,بَالَى,0,بلي
جافى,جَافَى,0,جفو
دانى,دَانَى,0,دنو
أحصى,أَحْصَى,0,حصي
أصحى,أَصْحَى,0,صحو
أخلى,أَخْلَى,0,خلي
أسقى,أَسْقَى,0,سقي
أعطى,أَعْطَى,0,عطي
أقوى,أَقْوَى,0,قوي
أونى,أَوْنَى,0,وني
أنسى,أَنْسَى,0,نسي
أذكى,أَذْكَى,0,ذكو
أدرى,أَدْرَى,0,دري
أنقى,أَنْقَى,0,نقو
أعشى,أَعْشَى,0,عشو
أطرى,أَطْرَى,0,طري
أضفى,أَضْفَى,0,ضفي
أبغى,أَبْغَى,0,بغي
أثرى,أَثْرَى,0,ثري
أزرى,أَزْرَى,0,زري
أحظى,أَحْظَى,0,حظي
أخزى,أَخْزَى,0,خزي
أشجى,أَشْجَى,0,شجي
أخبى,أَخْبَى,0,خبو
أفشى,أَفْشَى,0,فشي
أحنى,أَحْنَى,0,حني
أبهى,أَبْهَى,0,بهي
أخنى,أَخْنَى,0,خنو
أضنى,أَضْنَى,0,ضني
أطغى,أَطْغَى,0,طغي
أبقى,أَبْقَى,0,بقي
أسرى,أَسْرَى,0,سري
أعلى,أَعْلَى,0,
أحلى,أَحْلَى,0,حلو
أحمى,أَحْمَى,0,حمي
أوشى,أَوْشَى,0,وشي
ألقى,أَلْقَى,0,لقي
أضحى,أَضْحَى,0,
أزكى,أَزْكَى,0,زكو
أجزى,أَجْزَى,0,جزي
أصغى,أَصْغَى,0,صغو
أخفى,أَخْفَى,0,خفي
أغلى,أَغْلَى,0,غلي
